,Rodada,Time,Pontos,Vitorias,Empates,Derrotas,Em Casa?,Total de Gols,Total de Gols Tomados,Saldo de Gols,Pontos Acumulados,Aproveitamento %
142,29,Atlético Mineiro - MG,0,19,5,5,Fora,46,22,24,62,71.26
143,30,Atlético Mineiro - MG,3,20,5,5,Casa,47,22,25,65,72.22
144,31,Atlético Mineiro - MG,3,21,5,5,Casa,50,22,28,68,73.12
145,32,Atlético Mineiro - MG,3,22,5,5,Fora,53,24,29,71,73.96
146,33,Atlético Mineiro - MG,3,23,5,5,Fora,54,24,30,74,74.75
147,34,Atlético Mineiro - MG,3,24,5,5,Casa,56,24,32,77,75.49
148,35,Atlético Mineiro - MG,1,24,6,5,Fora,58,26,32,78,74.29
149,36,Atlético Mineiro - MG,3,25,6,5,Casa,60,27,33,81,75.0
150,37,Atlético Mineiro - MG,3,26,6,5,Casa,64,30,34,84,75.68
151,38,Atlético Mineiro - MG,0,26,6,6,Fora,67,34,33,84,73.68
152,1,Bahia - BA,3,1,0,0,Casa,3,0,3,3,100.0
153,2,Bahia - BA,1,1,1,0,Fora,6,3,3,4,66.67
154,3,Bahia - BA,0,1,1,1,Casa,6,4,2,4,44.44
155,4,Bahia - BA,3,2,1,1,Fora,8,5,3,7,58.33
156,5,Bahia - BA,1,2,2,1,Casa,8,5,3,8,53.33
157,6,Bahia - BA,3,3,2,1,Casa,10,6,4,11,61.11
158,7,Bahia - BA,0,3,2,2,Fora,12,9,3,11,52.38
159,8,Bahia - BA,0,3,2,3,Casa,15,13,2,11,45.83
160,9,Bahia - BA,3,4,2,3,Fora,17,13,4,14,51.85
161,10,Bahia - BA,3,5,2,3,Casa,18,13,5,17,56.67
162,11,Bahia - BA,0,5,2,4,Fora,18,14,4,17,51.52
163,12,Bahia - BA,0,5,2,5,Casa,18,19,-1,17,47.22
164,13,Bahia - BA,0,5,2,6,Fora,18,22,-4,17,43.59
165,14,Bahia - BA,0,5,2,7,Casa,18,23,-5,17,40.48
166,15,Bahia - BA,1,5,3,7,Fora,19,24,-5,18,40.0
167,16,Bahia - BA,0,5,3,8,Casa,20,26,-6,18,37.5
168,17,Bahia - BA,0,5,3,9,Fora,20,28,-8,18,35.29
169,18,Bahia - BA,0,5,3,10,Fora,20,30,-10,18,33.33
170,19,Bahia - BA,3,6,3,10,Casa,24,32,-8,21,36.84
171,20,Bahia - BA,1,6,4,10,Fora,24,32,-8,22,36.67
172,21,Bahia - BA,1,6,5,10,Casa,25,33,-8,23,36.51
173,22,Bahia - BA,0,6,5,11,Fora,25,35,-10,23,34.85
174,23,Bahia - BA,1,6,6,11,Casa,26,36,-10,24,34.78
175,24,Bahia - BA,0,6,6,12,Fora,27,39,-12,24,33.33
176,25,Bahia - BA,3,7,6,12,Fora,29,39,-10,27,36.0
177,26,Bahia - BA,1,7,7,12,Casa,29,39,-10,28,35.9
178,27,Bahia - BA,1,7,8,12,Fora,29,39,-10,29,35.8
179,28,Bahia - BA,3,8,8,12,Casa,32,39,-7,32,38.1
180,29,Bahia - BA,1,8,9,12,Fora,32,39,-7,33,37.93
181,30,Bahia - BA,3,9,9,12,Casa,33,39,-6,36,40.0
182,31,Bahia - BA,0,9,9,13,Fora,33,42,-9,36,38.71
183,32,Bahia - BA,0,9,9,14,Casa,35,45,-10,36,37.5
184,33,Bahia - BA,0,9,9,15,Fora,35,46,-11,36,36.36
185,34,Bahia - BA,1,9,10,15,Casa,35,46,-11,37,36.27
186,35,Bahia - BA,0,9,10,16,Fora,36,48,-12,37,35.24
187,36,Bahia - BA,3,10,10,16,Casa,39,49,-10,40,37.04
188,37,Bahia - BA,3,11,10,16,Casa,41,49,-8,43,38.74
189,38,Bahia - BA,0,11,10,17,Fora,42,51,-9,43,37.72
190,1,Ceará - CE,3,1,0,0,Casa,3,2,1,3,100.0
191,2,Ceará - CE,0,1,0,1,Fora,4,5,-1,3,50.0
192,3,Ceará - CE,1,1,1,1,Fora,4,5,-1,4,44.44
193,4,Ceará - CE,0,1,1,2,Casa,5,7,-2,4,33.33
194,5,Ceará - CE,1,1,2,2,Fora,6,8,-2,5,33.33
195,6,Ceará - CE,3,2,2,2,Casa,8,9,-1,8,44.44
196,7,Ceará - CE,1,2,3,2,Casa,9,10,-1,9,42.86
197,8,Ceará - CE,1,2,4,2,Fora,9,10,-1,10,41.67
198,9,Ceará - CE,3,3,4,2,Casa,11,10,1,13,48.15
199,10,Ceará - CE,1,3,5,2,Fora,11,10,1,14,46.67
200,11,Ceará - CE,1,3,6,2,Fora,13,12,1,15,45.45
201,12,Ceará - CE,3,4,6,2,Casa,14,12,2,18,50.0
202,13,Ceará - CE,1,4,7,2,Fora,14,12,2,19,48.72
203,14,Ceará - CE,3,5,7,2,Casa,17,13,4,22,52.38
204,15,Ceará - CE,1,5,8,2,Casa,17,13,4,23,51.11
205,16,Ceará - CE,0,5,8,3,Fora,18,16,2,23,47.92
206,17,Ceará - CE,1,5,9,3,Casa,19,17,2,24,47.06
207,18,Ceará - CE,0,5,9,4,Fora,19,19,0,24,44.44
208,19,Ceará - CE,0,5,9,5,Casa,20,21,-1,24,42.11
209,20,Ceará - CE,0,5,9,6,Fora,20,23,-3,24,40.0
210,21,Ceará - CE,1,5,10,6,Casa,20,23,-3,25,39.68
211,22,Ceará - CE,3,6,10,6,Casa,21,23,-2,28,42.42
212,23,Ceará - CE,1,6,11,6,Fora,22,24,-2,29,42.03
213,24,Ceará - CE,1,6,12,6,Casa,22,24,-2,30,41.67
214,25,Ceará - CE,0,6,12,7,Fora,23,27,-4,30,40.0
215,26,Ceará - CE,1,6,13,7,Fora,24,28,-4,31,39.74
216,27,Ceará - CE,1,6,14,7,Casa,26,30,-4,32,39.51
217,28,Ceará - CE,1,6,15,7,Fora,26,30,-4,33,39.29
218,29,Ceará - CE,3,7,15,7,Casa,27,30,-3,36,41.38
219,30,Ceará - CE,3,8,15,7,Casa,28,30,-2,39,43.33
220,31,Ceará - CE,0,8,15,8,Fora,29,32,-3,39,41.94
221,32,Ceará - CE,3,9,15,8,Casa,31,33,-2,42,43.75
222,33,Ceará - CE,3,10,15,8,Fora,35,33,2,45,45.45
223,34,Ceará - CE,1,10,16,8,Fora,36,34,2,46,45.1
224,35,Ceará - CE,3,11,16,8,Casa,38,35,3,49,46.67
225,36,Ceará - CE,0,11,16,9,Fora,39,37,2,49,45.37
226,37,Ceará - CE,1,11,17,9,Casa,39,37,2,50,45.05
227,38,Ceará - CE,0,11,17,10,Fora,39,38,1,50,43.86
228,1,Chapecoense - SC,0,0,0,1,Casa,0,3,-3,0,0.0
229,2,Chapecoense - SC,0,0,0,2,Fora,1,6,-5,0,0.0
230,3,Chapecoense - SC,1,0,1,2,Casa,1,6,-5,1,11.11
231,4,Chapecoense - SC,1,0,2,2,Fora,2,7,-5,2,16.67
232,5,Chapecoense - SC,1,0,3,2,Fora,3,8,-5,3,20.0
233,6,Chapecoense - SC,0,0,3,3,Casa,4,10,-6,3,16.67
234,7,Chapecoense - SC,1,0,4,3,Fora,6,12,-6,4,19.05
235,8,Chapecoense - SC,0,0,4,4,Fora,8,15,-7,4,16.67
236,9,Chapecoense - SC,0,0,4,5,Casa,8,17,-9,4,14.81
237,10,Chapecoense - SC,0,0,4,6,Casa,8,18,-10,4,13.33
238,11,Chapecoense - SC,0,0,4,7,Fora,9,20,-11,4,12.12
239,12,Chapecoense - SC,0,0,4,8,Casa,11,23,-12,4,11.11
240,13,Chapecoense - SC,0,0,4,9,Fora,11,24,-13,4,10.26
241,14,Chapecoense - SC,0,0,4,10,Casa,11,25,-14,4,9.52
242,15,Chapecoense - SC,0,0,4,11,Fora,12,27,-15,4,8.89
243,16,Chapecoense - SC,1,0,5,11,Casa,13,28,-15,5,10.42
244,17,Chapecoense - SC,1,0,6,11,Fora,14,29,-15,6,11.76
245,18,Chapecoense - SC,1,0,7,11,Fora,14,29,-15,7,12.96
246,19,Chapecoense - SC,0,0,7,12,Casa,15,31,-16,7,12.28
247,20,Chapecoense - SC,3,1,7,12,Fora,17,32,-15,10,16.67
248,21,Chapecoense - SC,0,1,7,13,Casa,17,34,-17,10,15.87
249,22,Chapecoense - SC,0,1,7,14,Fora,17,35,-18,10,15.15
250,23,Chapecoense - SC,1,1,8,14,Casa,18,36,-18,11,15.94
251,24,Chapecoense - SC,1,1,9,14,Casa,20,38,-18,12,16.67
252,25,Chapecoense - SC,0,1,9,15,Fora,22,43,-21,12,16.0
253,26,Chapecoense - SC,1,1,10,15,Casa,23,44,-21,13,16.67
254,27,Chapecoense - SC,0,1,10,16,Casa,24,46,-22,13,16.05
255,28,Chapecoense - SC,0,1,10,17,Fora,24,49,-25,13,15.48
256,29,Chapecoense - SC,0,1,10,18,Fora,24,50,-26,13,14.94
257,30,Chapecoense - SC,1,1,11,18,Casa,26,52,-26,14,15.56
258,31,Chapecoense - SC,1,1,12,18,Fora,26,52,-26,15,16.13
259,32,Chapecoense - SC,0,1,12,19,Casa,26,54,-28,15,15.62
260,33,Chapecoense - SC,0,1,12,20,Fora,26,56,-30,15,15.15
261,34,Chapecoense - SC,0,1,12,21,Casa,27,59,-32,15,14.71
262,35,Chapecoense - SC,0,1,12,22,Fora,27,62,-35,15,14.29
263,36,Chapecoense - SC,0,1,12,23,Casa,27,63,-36,15,13.89
264,37,Chapecoense - SC,0,1,12,24,Casa,27,64,-37,15,13.51
265,38,Chapecoense - SC,0,1,12,25,Fora,27,67,-40,15,13.16
266,1,Corinthians - SP,0,0,0,1,Casa,0,1,-1,0,0.0
267,2,Corinthians - SP,3,1,0,1,Fora,1,1,0,3,50.0
268,3,Corinthians - SP,1,1,1,1,Fora,2,2,0,4,44.44
269,4,Corinthians - SP,0,1,1,2,Casa,3,4,-1,4,33.33
270,5,Corinthians - SP,1,1,2,2,Fora,3,4,-1,5,33.33
271,6,Corinthians - SP,3,2,2,2,Casa,5,5,0,8,44.44
272,7,Corinthians - SP,1,2,3,2,Fora,6,6,0,9,42.86
273,8,Corinthians - SP,1,2,4,2,Casa,6,6,0,10,41.67
274,9,Corinthians - SP,1,2,5,2,Casa,7,7,0,11,40.74
275,10,Corinthians - SP,3,3,5,2,Fora,8,7,1,14,46.67
276,11,Corinthians - SP,0,3,5,3,Fora,8,8,0,14,42.42
277,12,Corinthians - SP,0,3,5,4,Casa,9,10,-1,14,38.89
278,13,Corinthians - SP,3,4,5,4,Fora,11,11,0,17,43.59
279,14,Corinthians - SP,0,4,5,5,Casa,12,14,-2,17,40.48
280,15,Corinthians - SP,1,4,6,5,Fora,12,14,-2,18,40.0
281,16,Corinthians - SP,3,5,6,5,Casa,15,15,0,21,43.75
282,17,Corinthians - SP,3,6,6,5,Fora,16,15,1,24,47.06
283,18,Corinthians - SP,3,7,6,5,Fora,17,15,2,27,50.0
284,19,Corinthians - SP,1,7,7,5,Casa,18,16,2,28,49.12
285,20,Corinthians - SP,1,7,8,5,Fora,19,17,2,29,48.33
286,21,Corinthians - SP,1,7,9,5,Casa,20,18,2,30,47.62
287,22,Corinthians - SP,3,8,9,5,Casa,22,19,3,33,50.0
288,23,Corinthians - SP,1,8,10,5,Fora,24,21,3,34,49.28
289,24,Corinthians - SP,3,9,10,5,Casa,27,22,5,37,51.39
290,25,Corinthians - SP,0,9,10,6,Fora,27,23,4,37,49.33
291,26,Corinthians - SP,3,10,10,6,Casa,28,23,5,40,51.28
292,27,Corinthians - SP,0,10,10,7,Fora,28,24,4,40,49.38
293,28,Corinthians - SP,1,10,11,7,Fora,30,26,4,41,48.81
294,29,Corinthians - SP,3,11,11,7,Casa,31,26,5,44,50.57
295,30,Corinthians - SP,3,12,11,7,Casa,32,26,6,47,52.22
296,31,Corinthians - SP,0,12,11,8,Fora,32,29,3,47,50.54
297,32,Corinthians - SP,3,13,11,8,Casa,35,31,4,50,52.08
298,33,Corinthians - SP,0,13,11,9,Fora,35,32,3,50,50.51
299,34,Corinthians - SP,3,14,11,9,Casa,37,32,5,53,51.96
300,35,Corinthians - SP,0,14,11,10,Fora,38,34,4,53,50.48
301,36,Corinthians - SP,3,15,11,10,Casa,39,34,5,56,51.85
302,37,Corinthians - SP,1,15,12,10,Casa,40,35,5,57,51.35
303,38,Corinthians - SP,0,15,12,11,Fora,40,36,4,57,50.0
304,1,Cuiabá - MT,1,0,1,0,Casa,2,2,0,1,33.33
305,2,Cuiabá - MT,0,0,1,1,Fora,2,3,-1,1,16.67
306,3,Cuiabá - MT,3,1,1,1,Casa,4,4,0,4,44.44
307,4,Cuiabá - MT,1,1,2,1,Fora,4,4,0,5,41.67
308,5,Cuiabá - MT,0,1,2,2,Casa,4,5,-1,5,33.33
309,6,Cuiabá - MT,1,1,3,2,Fora,6,7,-1,6,33.33
310,7,Cuiabá - MT,1,1,4,2,Fora,6,7,-1,7,33.33
311,8,Cuiabá - MT,0,1,4,3,Casa,6,9,-3,7,29.17
312,9,Cuiabá - MT,0,1,4,4,Casa,6,10,-4,7,25.93
313,10,Cuiabá - MT,1,1,5,4,Fora,7,11,-4,8,26.67
314,11,Cuiabá - MT,1,1,6,4,Casa,9,13,-4,9,27.27
315,12,Cuiabá - MT,3,2,6,4,Fora,12,15,-3,12,33.33
316,13,Cuiabá - MT,0,2,6,5,Casa,13,17,-4,12,30.77
317,14,Cuiabá - MT,1,2,7,5,Fora,13,17,-4,13,30.95
318,15,Cuiabá - MT,1,2,8,5,Casa,14,18,-4,14,31.11
319,16,Cuiabá - MT,3,3,8,5,Casa,15,18,-3,17,35.42
320,17,Cuiabá - MT,3,4,8,5,Fora,17,18,-1,20,39.22
321,18,Cuiabá - MT,1,4,9,5,Fora,17,18,-1,21,38.89
322,19,Cuiabá - MT,3,5,9,5,Casa,19,19,0,24,42.11
323,20,Cuiabá - MT,3,6,9,5,Fora,21,20,1,27,45.0
324,21,Cuiabá - MT,1,6,10,5,Casa,23,22,1,28,44.44
325,22,Cuiabá - MT,1,6,11,5,Fora,23,22,1,29,43.94
326,23,Cuiabá - MT,0,6,11,6,Casa,23,24,-1,29,42.03
327,24,Cuiabá - MT,1,6,12,6,Fora,25,26,-1,30,41.67
328,25,Cuiabá - MT,1,6,13,6,Casa,25,26,-1,31,41.33
329,26,Cuiabá - MT,3,7,13,6,Casa,26,26,0,34,43.59
330,27,Cuiabá - MT,1,7,14,6,Fora,26,26,0,35,43.21
331,28,Cuiabá - MT,0,7,14,7,Fora,27,28,-1,35,41.67
332,29,Cuiabá - MT,3,8,14,7,Casa,28,28,0,38,43.68
333,30,Cuiabá - MT,0,8,14,8,Fora,28,29,-1,38,42.22
334,31,Cuiabá - MT,1,8,15,8,Casa,28,29,-1,39,41.94
335,32,Cuiabá - MT,0,8,15,9,Fora,30,32,-2,39,40.62
336,33,Cuiabá - MT,3,9,15,9,Casa,31,32,-1,42,42.42
337,34,Cuiabá - MT,1,9,16,9,Fora,31,32,-1,43,42.16
338,35,Cuiabá - MT,0,9,16,10,Fora,31,33,-2,43,40.95
339,36,Cuiabá - MT,0,9,16,11,Casa,32,36,-4,43,39.81
340,37,Cuiabá - MT,3,10,16,11,Casa,33,36,-3,46,41.44
341,38,Cuiabá - MT,1,10,17,11,Fora,34,37,-3,47,41.23
342,1,Flamengo - RJ,3,1,0,0,Casa,1,0,1,3,100.0
343,2,Flamengo - RJ,1,1,1,0,Fora,3,2,1,4,66.67
344,3,Flamengo - RJ,3,2,1,0,Casa,5,2,3,7,77.78
345,4,Flamengo - RJ,1,2,2,0,Fora,7,4,3,8,66.67
346,5,Flamengo - RJ,0,2,2,1,Casa,9,7,2,8,53.33
347,6,Flamengo - RJ,3,3,2,1,Casa,11,8,3,11,61.11
348,7,Flamengo - RJ,0,3,2,2,Fora,11,9,2,11,52.38
349,8,Flamengo - RJ,3,4,2,2,Fora,13,9,4,14,58.33
350,9,Flamengo - RJ,0,4,2,3,Casa,13,10,3,14,51.85
351,10,Flamengo - RJ,0,4,2,4,Fora,14,12,2,14,46.67
352,11,Flamengo - RJ,3,5,2,4,Casa,16,13,3,17,51.52
353,12,Flamengo - RJ,3,6,2,4,Fora,21,13,8,20,55.56
354,13,Flamengo - RJ,3,7,2,4,Casa,26,14,12,23,58.97
355,14,Flamengo - RJ,3,8,2,4,Fora,29,15,14,26,61.9
356,15,Flamengo - RJ,0,8,2,5,Casa,29,19,10,26,57.78
357,16,Flamengo - RJ,3,9,2,5,Casa,31,19,12,29,60.42
358,17,Flamengo - RJ,1,9,3,5,Fora,32,20,12,30,58.82
359,18,Flamengo - RJ,3,10,3,5,Fora,36,20,16,33,61.11
360,19,Flamengo - RJ,3,11,3,5,Casa,38,20,18,36,63.16
361,20,Flamengo - RJ,3,12,3,5,Fora,41,21,20,39,65.0
362,21,Flamengo - RJ,0,12,3,6,Casa,41,22,19,39,61.9
363,22,Flamengo - RJ,1,12,4,6,Fora,42,23,19,40,60.61
